filename,num_actual_colors,color1_r,color1_g,color1_b,ratio1,color2_r,color2_g,color2_b,ratio2,color3_r,color3_g,color3_b,ratio3,color4_r,color4_g,color4_b,ratio4,color5_r,color5_g,color5_b,ratio5
image_78.jpg,5,10,24,32,0.48013333333333336,247,145,162,0.17062222222222223,144.0,222.0,230.0,0.15991111111111111,33.0,61.0,70.0,0.06782222222222223,48.0,96.0,106.0,0.04622222222222222
image_79.jpg,5,227,9,20,0.4928444444444444,6,106,180,0.178,252.0,239.0,5.0,0.16964444444444446,44.0,31.0,86.0,0.07848888888888889,193.0,31.0,74.0,0.029644444444444445
image_8.jpg,5,197,69,84,0.24417777777777777,13,16,14,0.17253333333333334,233.0,152.0,173.0,0.13524444444444444,12.0,99.0,143.0,0.094,30.0,153.0,177.0,0.10902222222222223
image_80.jpg,5,178,178,178,0.24488888888888888,29,50,221,0.13168888888888888,16.0,13.0,21.0,0.12053333333333334,116.0,162.0,197.0,0.10155555555555555,39.0,135.0,222.0,0.09235555555555555
image_81.jpg,5,251,253,253,0.3444888888888889,5,9,16,0.22502222222222223,19.0,172.0,225.0,0.18551111111111113,250.0,235.0,12.0,0.09142222222222222,247.0,243.0,159.0,0.0868
image_82.jpg,5,250,250,251,0.5732444444444444,231,70,64,0.2225777777777778,26.0,44.0,133.0,0.09902222222222222,141.0,143.0,162.0,0.04257777777777778,86.0,95.0,142.0,0.033022222222222224
image_83.jpg,5,2,67,147,0.6032888888888889,232,233,233,0.21768888888888888,242.0,111.0,12.0,0.09280000000000001,231.0,177.0,125.0,0.025022222222222223,61.0,107.0,157.0,0.0244
image_84.jpg,5,118,10,10,0.49977777777777777,102,154,185,0.22773333333333334,246.0,234.0,212.0,0.13626666666666667,189.0,20.0,34.0,0.08884444444444445,19.0,46.0,66.0,0.0172
image_85.jpg,5,5,3,4,0.4696444444444445,148,31,220,0.20626666666666668,220.0,85.0,47.0,0.13955555555555554,240.0,239.0,240.0,0.0436,131.0,128.0,130.0,0.042133333333333335
image_86.jpg,3,254,254,254,0.7115111111111111,250,201,192,0.19404444444444444,18.0,18.0,13.0,0.06626666666666667,,,,,,,,
image_87.jpg,5,252,252,252,0.4404888888888889,221,19,29,0.21528888888888886,9.0,146.0,65.0,0.11475555555555556,247.0,209.0,212.0,0.05991111111111111,240.0,164.0,168.0,0.05982222222222222
image_88.jpg,5,16,16,15,0.30862222222222224,103,216,163,0.19684444444444443,243.0,230.0,213.0,0.2816444444444445,240.0,135.0,181.0,0.11511111111111111,183.0,188.0,173.0,0.025644444444444445
image_89.jpg,4,203,202,202,0.6065777777777778,251,1,1,0.26537777777777777,3.0,1.0,252.0,0.08577777777777779,199.0,7.0,82.0,0.0104,,,,
image_9.jpg,4,78,76,254,0.7191555555555555,250,2,2,0.16657777777777777,202.0,10.0,87.0,0.07102222222222222,140.0,48.0,176.0,0.043244444444444446,,,,
image_90.jpg,5,242,5,7,0.2194222222222222,4,3,242,0.20395555555555556,229.0,226.0,225.0,0.24413333333333334,4.0,250.0,9.0,0.09253333333333333,193.0,40.0,62.0,0.05564444444444445
image_91.jpg,5,8,155,224,0.3652,156,220,20,0.24013333333333334,9.0,47.0,68.0,0.0712,189.0,211.0,148.0,0.060755555555555556,14.0,72.0,121.0,0.05782222222222222
image_92.jpg,4,254,254,254,0.5902666666666667,254,56,0,0.27186666666666665,162.0,169.0,172.0,0.08226666666666667,183.0,35.0,2.0,0.034666666666666665,,,,
image_93.jpg,5,240,223,198,0.47484444444444446,227,114,47,0.12946666666666667,210.0,187.0,164.0,0.12786666666666666,30.0,78.0,131.0,0.09902222222222222,81.0,67.0,59.0,0.049555555555555554
image_94.jpg,5,244,251,251,0.5373777777777777,152,249,208,0.15226666666666666,21.0,243.0,136.0,0.14195555555555556,103.0,23.0,245.0,0.0968,202.0,188.0,232.0,0.02897777777777778
image_95.jpg,5,5,2,2,0.3228,250,82,235,0.3728888888888889,251.0,250.0,250.0,0.09742222222222222,195.0,119.0,206.0,0.11048888888888889,120.0,243.0,156.0,0.047822222222222224
image_96.jpg,5,175,195,240,0.1700888888888889,137,148,232,0.1650222222222222,25.0,55.0,197.0,0.12191111111111111,98.0,67.0,239.0,0.11546666666666666,238.0,240.0,241.0,0.10048888888888889
image_97.jpg,5,188,211,4,0.7775111111111112,249,74,129,0.14253333333333332,217.0,176.0,50.0,0.033777777777777775,214.0,106.0,66.0,0.029733333333333334,232.0,144.0,75.0,0.016444444444444446
image_98.jpg,5,204,253,2,0.45533333333333337,237,69,185,0.33386666666666664,18.0,17.0,16.0,0.134,205.0,97.0,119.0,0.02631111111111111,234.0,197.0,97.0,0.023555555555555555
image_99.jpg,5,15,62,152,0.5025777777777778,236,240,195,0.10155555555555555,219.0,247.0,16.0,0.08995555555555555,174.0,43.0,62.0,0.07502222222222223,102.0,48.0,76.0,0.0684
